"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ASSAULTCORR","ASSAULTOTRSTAFFF","DEATHSTAFFYN","ADPF","ADP","DESIGNWT","FINALWT","year"
"1289","RAMSEY COUNTY LAW ENFORCEMENT CENTER",1,17,142,0,0,2,0,362,1,1.078947425,"2014"
"1290","RICE COUNTY JAIL",9,0,0,0,0,-9,0,50,5.5377,5.768437862,"2014"
"1291","NORTHEAST REGIONAL CORRECTIONAL CENTER",12,8,60,0,0,2,0,113,1,1.060606003,"2014"
"1292","SHERBURNE COUNTY JAIL",7,0,0,0,0,-9,0,548,1.4136,1.587581515,"2014"
"1293","WASHINGTON COUNTY JAIL",8,0,0,0,0,-9,0,185,2.7519,3.01743412,"2014"
"1294","Alcorn County Regional Correctional Facility",12,15,39,0,0,2,0,298,-9,1.060606003,"2014"
"1295","CARROLL/MONTGOMERY CO REGIONAL CORR CENTER",12,12,52,0,0,2,0,326,1,1.060606003,"2014"
"1296","Chickasaw County RCF",12,14,55,0,0,2,1,397,-9,1.060606003,"2014"
"1297","DESOTO COUNTY JAIL",2,0,0,0,0,-9,0,350,2.4167,2.416699886,"2014"
"1298","FORREST COUNTY JAIL & WORK RELEASE",8,0,0,0,0,2,0,333,2.7519,3.01743412,"2014"
"1299","HARRISON COUNTY",1,21,138,2,0,2,1,760,1,1.078947425,"2014"
"1300","HINDS COUNTY",1,6,48,0,0,2,1,145,1,1.078947425,"2014"
"1301","HOLMES/HUMPHREY CO REGIONAL CORR FACILITY",12,16,48,0,0,2,0,364,1,1.060606003,"2014"
"1302","JEFFERSON/FRANKLIN CO REGIONAL CORR FAC",12,13,57,0,0,2,1,321,1,1.060606003,"2014"
"1303","KEMPER/NESHOBA CO REGIONAL CORR FACILITY",12,25,58,0,0,2,0,435,1,1.060606003,"2014"
"1304","LAFAYETTE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,138,2.7519,3.01743412,"2014"
"1305","LAUDERDALE COUNTY SHERIFF'S DEPT. JAIL",7,0,0,0,0,-9,1,312,1.4136,1.587581515,"2014"
"1306","LEAKE COUNTY JAIL",7,0,0,0,0,-9,1,380,1.4136,1.587581515,"2014"
"1307","LEE COUNTY",2,0,0,0,0,-9,1,244,2.4167,2.416699886,"2014"
"1308","LINCOLN COUNTY JAIL",8,0,0,0,0,-9,1,82,2.7519,3.01743412,"2014"
"1309","MARION/WALTHALL CO REGIONAL CORR FAC",12,12,24,0,0,2,1,88,1,1.060606003,"2014"
"1310","MARSHALL COUNTY JAIL",4,0,0,0,0,-9,1,45,7.5625,8.102678299,"2014"
"1311","PIKE COUNTY JAIL",3,0,0,0,0,-9,0,163,4.2917,4.904799461,"2014"
"1312","STONE COUNTY CORRECTIONAL FACILITY",7,0,0,0,0,-9,1,445,1.4136,1.587581515,"2014"
"1313","TATE COUNTY JAIL",9,0,0,0,0,-9,0,79,5.5377,5.768437862,"2014"
"1314","TUNICA COUNTY DETENTION FACILITY",9,0,0,0,0,-9,1,72,5.5377,5.768437862,"2014"
"1315","WINSTON/CHOCTAW CO REGIONAL CORR FACILITY",12,17,41,0,0,2,0,318,1,1.060606003,"2014"
"1316","BOONE COUNTY SHERIFF'S DEPT.",7,0,0,0,0,-9,0,179,1.4136,1.587581515,"2014"
"1317","CALLAWAY COUNTY JAIL",9,0,0,0,0,-9,0,81,5.5377,5.768437862,"2014"
"1318","CASS COUNTY JUSTICE CENTER",9,0,0,0,0,-9,0,129,5.5377,5.768437862,"2014"
"1319","CLAY COUNTY SHERIFF'S DEPARTMENT",7,0,0,0,0,-9,0,359,1.4136,1.587581515,"2014"
"1320","CLINTON COUNTY SHERIFF'S OFFICE JAIL",10,0,0,0,0,-9,0,18,15.7,16.98163223,"2014"
"1321","CRAWFORD COUNTY JAIL",4,0,0,0,0,-9,0,78,7.5625,8.102678299,"2014"
"1322","FRANKLIN COUNTY ADULT DETENTION FACILITY",8,0,0,0,0,-9,0,115,2.7519,3.01743412,"2014"
"1323","HARRISON COUNTY JAIL",7,0,0,0,0,-9,1,18,1.4136,1.587581515,"2014"
"1324","HENRY COUNTY JAIL",10,0,0,0,0,-9,1,60,15.7,16.98163223,"2014"
"1325","JACKSON COUNTY DETENTION CENTER",1,69,364,11,0,2,1,843,1,1.078947425,"2014"
"1326","JASPER COUNTY SHERIFF'S DEPT JAIL",8,0,0,0,0,-9,0,190,2.7519,3.01743412,"2014"
"1327","JOHNSON COUNTY JAIL",8,0,0,0,0,2,0,210,2.7519,3.01743412,"2014"
"1328","MONTGOMERY COUNTY JAIL",9,0,0,0,0,-9,1,42,5.5377,5.768437862,"2014"
"1329","MORGAN COUNTY JAIL",9,0,0,0,0,-9,0,132,5.5377,5.768437862,"2014"
"1330","NEW MADRID COUNTY JAIL",9,0,0,0,0,-9,1,36,5.5377,5.768437862,"2014"
"1331","OSAGE COUNTY SHERIFF'S DEPT JAIL",10,0,0,0,0,-9,1,10,15.7,16.98163223,"2014"
"1332","PHELPS COUNTY JAIL",9,0,0,0,0,-9,0,140,5.5377,5.768437862,"2014"
"1333","ST. LOUIS COUNTY JAIL",1,85,335,1,0,2,0,1323,1,1.078947425,"2014"
"1334","SCOTLAND COUNTY JAIL",10,0,0,0,0,-9,1,3,15.7,16.98163223,"2014"
"1335","STONE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,62,5.5377,5.768437862,"2014"
"1336","GRANITE COUNTY JAIL",10,0,0,0,0,2,0,2,15.7,16.98163223,"2014"
"1337","HILL COUNTY JAIL",9,0,0,0,0,2,0,60,5.5377,5.768437862,"2014"
"1338","MINERAL COUNTY LAW ENFORCEMENT CENTER",10,0,0,0,0,-9,0,7,15.7,16.98163223,"2014"
"1339","YELLOWSTONE COUNTY DETENTION FACILITY",7,0,0,0,0,2,0,442,1.4136,1.587581515,"2014"
"1340","CHASE COUNTY JAIL",10,0,0,0,0,-9,0,3,15.7,16.98163223,"2014"
"1341","DOUGLAS COUNTY DEPT OF CORRECTIONS",1,54,374,1,0,2,0,1189,1,1.078947425,"2014"
"1342","HAMILTON COUNTY JAIL",10,0,0,0,0,-9,0,5,15.7,16.98163223,"2014"
"1343","KNOX COUNTY JAIL",10,0,0,0,0,-9,0,4,15.7,16.98163223,"2014"
"1344","LANCASTER COUNTY",7,0,0,0,0,-9,0,581,1.4136,1.587581515,"2014"
"1345","MADISON COUNTY JAIL",8,0,0,0,0,-9,0,94,2.7519,3.01743412,"2014"
"1346","PIERCE COUNTY JAIL",10,0,0,0,0,-9,0,9,15.7,16.98163223,"2014"
"1347","SARPY COUNTY JAIL",8,0,0,0,0,-9,0,139,2.7519,3.01743412,"2014"
"1348","THAYER COUNTY JAIL",10,0,0,0,0,-9,0,4,15.7,16.98163223,"2014"
"1349","WEBSTER COUNTY JAIL",10,0,0,0,0,2,0,5,15.7,16.98163223,"2014"
"1350","CHURCHILL COUNTY JAIL",9,0,0,0,0,-9,0,48,5.5377,5.768437862,"2014"
"1351","CLARK COUNTY DETENTION CENTER",1,307,1045,44,0,2,0,3690,1,1.078947425,"2014"
"1352","EUREKA COUNTY JUSTICE FACILITY",10,0,0,0,0,-9,0,4,15.7,16.98163223,"2014"
"1353","LYON COUNTY JAIL",9,0,0,0,0,2,0,71,5.5377,5.768437862,"2014"
"1354","WASHOE COUNTY DETENTION FACILITY",1,40,354,16,0,2,0,1121,1,1.078947425,"2014"
"1355","LAS VEGAS CITY DETENTION ENFORCEMENT CENTER",1,80,272,5,0,2,1,783,1,1.078947425,"2014"
"1356","COOS COUNTY DEPT OF CORRECTION",5,0,0,0,0,-9,0,38,11.3636,11.36359978,"2014"
"1357","GRAFTON COUNTY DEPT OF CORRECTION",8,0,0,0,0,-9,0,122,2.7519,3.01743412,"2014"
"1358","HILLSBOROUGH COUNTY  DEPT OF CORRECTION",1,39,177,0,0,2,0,558,1,1.078947425,"2014"
"1359","MERRIMACK COUNTY DEPT OF CORRECTION",3,0,0,0,0,-9,0,167,4.2917,4.904799461,"2014"
"1360","ROCKINGHAM COUNTY DEPT OF CORRECTION",2,0,0,0,0,-9,0,307,2.4167,2.416699886,"2014"
"1361","ATLANTIC COUNTY JAIL - DEPT. OF PUBLIC SAFETY",1,0,0,0,9,2,1,892,1,1.078947425,"2014"
"1362","BERGEN COUNTY JAIL AND ANNEX",1,62,338,5,1,2,1,938,1,1.078947425,"2014"
"1363","CAMDEN COUNTY CORRECTIONAL FACILITY",1,31,281,29,0,2,0,1503,1,1.078947425,"2014"
"1364","CUMBERLAND COUNTY JAIL",7,0,0,0,0,-9,0,569,1.4136,1.587581515,"2014"
"1365","ESSEX COUNTY JAIL",1,0,627,0,0,2,0,3206,1,1.078947425,"2014"
"1366","HUDSON COUNTY CORRECTIONAL FACILITY",1,105,430,0,0,2,0,1799,1,1.078947425,"2014"
"1367","HUNTERDON COUNTY CORRECTIONAL FACILITY",9,0,0,0,0,-9,1,79,5.5377,5.768437862,"2014"
"1368","MERCER COUNTY CORRECTIONAL CENTER",1,60,315,67,0,2,0,798,1,1.078947425,"2014"
"1369","MIDDLESEX COUNTY ADULT CORRECTIONAL CENTER",1,35,242,21,0,2,0,906,1,1.078947425,"2014"
"1370","MONMOUTH COUNTY CORRECTIONAL INSTITUTION",1,42,378,0,0,2,1,787,1,1.078947425,"2014"
"1371","MORRIS COUNTY CORRECTIONAL FACILITY",7,0,0,0,0,-9,0,310,1.4136,1.587581515,"2014"
"1372","OCEAN COUNTY JUSTICE COMPLEX",7,0,0,0,0,-9,0,640,1.4136,1.587581515,"2014"
"1373","PASSAIC COUNTY JAIL",1,51,373,0,0,2,1,1062,1,1.078947425,"2014"
"1374","SUSSEX COUNTY WALTER KEOGH DWYER CORR FAC",8,0,0,0,0,-9,0,154,2.7519,3.01743412,"2014"
"1375","CURRY COUNTY ADULT DETENTION CENTER",3,0,0,0,0,-9,1,256,4.2917,4.904799461,"2014"
"1376","DONA ANA COUNTY DETENTION CENTER",1,23,255,0,0,2,0,735,1,1.078947425,"2014"
"1377","LINCOLN COUNTY DETENTION CENTER-CORRS SYSTEMS",8,0,0,0,0,-9,0,135,2.7519,3.01743412,"2014"
"1378","LUNA COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,327,1.4136,1.587581515,"2014"
"1379","GALLUP/MCKINLEY CO ADULT DETENTION CENTER",12,10,62,0,0,2,0,240,1,1.060606003,"2014"
"1380","QUAY COUNTY DETENTION CENTER",5,0,0,0,0,-9,0,54,11.3636,11.36359978,"2014"
"1381","SANDOVAL COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,351,1.4136,1.587581515,"2014"
"1382","SANTA FE CO ADULT DETENTION CENTER",7,0,0,0,0,2,0,401,1.4136,1.587581515,"2014"
"1383","TORRANCE COUNTY DETENTION FACILITY - CCA",1,57,203,1,0,2,0,907,1,1.078947425,"2014"
"1384","GUADALUPE COUNTY JAIL - GEO GROUP INC.",7,0,0,0,0,-9,0,583,1.4136,1.587581515,"2014"
"1385","ALBANY COUNTY CORRECTIONAL FACILITY",1,36,339,0,0,2,0,802,1,1.078947425,"2014"
"1386","MADISON COUNTY PUBLIC SAFETY BUILDING",8,0,0,0,0,-9,0,95,2.7519,3.01743412,"2014"
"1387","MONROE COUNTY",1,25,507,7,0,2,0,1407,1,1.078947425,"2014"
"1388","NIAGARA COUNTY JAIL",2,0,0,0,0,-9,0,435,2.4167,2.416699886,"2014"
"1389","ONONDAGA COUNTY DEPARTMENT OF CORRECTION",1,23,179,0,0,2,0,557,1,1.078947425,"2014"
"1390","ONONDAGA COUNTY JUSTICE CENTER",1,50,235,5,1,2,1,610,1,1.078947425,"2014"
"1391","ORANGE COUNTY CORRECTIONAL FACILITY",1,93,329,5,0,2,1,642,1,1.078947425,"2014"
"1392","ORLEANS COUNTY JAIL",4,0,0,0,0,-9,0,65,7.5625,8.102678299,"2014"
"1393","SENECA COUNTY LAW ENFORCEMENT CENTER",5,0,0,0,0,-9,0,84,11.3636,11.36359978,"2014"
"1394","STEUBEN COUNTY JAIL",3,0,0,0,0,-9,0,180,4.2917,4.904799461,"2014"
"1395","SUFFOLK COUNTY",1,46,936,0,0,2,0,1411,1,1.078947425,"2014"
"1396","SULLIVAN COUNTY JAIL",3,0,0,0,0,2,0,178,4.2917,4.904799461,"2014"
"1397","WASHINGTON COUNTY CORRECTIONAL FACILITY",4,0,0,0,0,-9,1,115,7.5625,8.102678299,"2014"
"1398","NEW YORK CITY",1,3241,10308,0,9,2,1,11408,1,1.078947425,"2014"
"1399","ANSON COUNTY JAIL",5,0,0,0,0,2,0,46,11.3636,11.36359978,"2014"
"1400","BURKE/CATAWBA CO REG. DIST. CONFINEMENT FAC",12,3,37,0,0,2,0,186,1,1.060606003,"2014"
"1401","CATAWBA COUNTY DETENTION FACILITY",3,0,0,0,0,-9,0,272,4.2917,4.904799461,"2014"
"1402","CLEVELAND COUNTY",8,0,0,0,0,-9,0,269,2.7519,3.01743412,"2014"
"1403","CUMBERLAND COUNTY JAIL",1,63,250,1,0,2,0,721,1,1.078947425,"2014"
"1404","CURRITUCK COUNTY JAIL",5,0,0,0,0,-9,0,31,11.3636,11.36359978,"2014"
"1405","DAVIE COUNTY JAIL",9,0,0,0,0,-9,1,45,5.5377,5.768437862,"2014"
"1406","DURHAM COUNTY JAIL",1,23,218,6,0,2,0,521,1,1.078947425,"2014"
"1407","EDGECOMBE COUNTY JAIL AND ANNEX",3,0,0,0,0,2,1,214,4.2917,4.904799461,"2014"
"1408","FORSYTH COUNTY JAIL",1,16,246,3,0,2,0,778,1,1.078947425,"2014"
"1409","GASTON COUNTY JAIL AND ANNEX",2,0,0,0,0,-9,0,488,2.4167,2.416699886,"2014"
"1410","GUILFORD COUNTY",1,9,312,0,0,2,0,930,1,1.078947425,"2014"
"1411","HENDERSON COUNTY JAIL",3,0,0,0,0,-9,0,165,4.2917,4.904799461,"2014"
"1412","LENOIR COUNTY JAIL",8,0,0,0,0,-9,1,215,2.7519,3.01743412,"2014"
"1413","BERTIE/MARTIN CO REGIONAL JAIL",12,1,26,0,0,2,0,115,1,1.060606003,"2014"
"1414","MECKLENBURG COUNTY",1,199,1271,22,0,2,0,1881,1,1.078947425,"2014"
"1415","ONSLOW COUNTY JAIL",8,0,0,0,0,-9,0,312,2.7519,3.01743412,"2014"
"1416","ALBEMARLE DISTRICT REGIONAL JAIL",12,4,52,0,0,2,1,133,1,1.060606003,"2014"
"1417","PITT COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,474,1.4136,1.587581515,"2014"
"1418","RANDOLPH COUNTY JAIL",3,0,0,0,0,-9,0,210,4.2917,4.904799461,"2014"
"1419","ROBESON COUNTY JAIL",2,0,0,0,0,-9,0,384,2.4167,2.416699886,"2014"
"1420","ROWAN COUNTY JAIL",3,0,0,0,0,-9,0,284,4.2917,4.904799461,"2014"
"1421","SCOTLAND COUNTY JAIL",4,0,0,0,0,2,0,105,7.5625,8.102678299,"2014"
"1422","WAKE COUNTY",1,75,516,18,0,2,0,1292,1,1.078947425,"2014"
"1423","ADAMS COUNTY JAIL",10,0,0,0,0,-9,1,1,15.7,16.98163223,"2014"
"1424","BURLEIGH COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,165,2.7519,3.01743412,"2014"
"1425","MERCER COUNTY JAIL",10,0,0,0,0,-9,0,16,15.7,16.98163223,"2014"
"1426","NORTH CENTRAL REG CORR AND REHAB CENTER",12,7,27,2,0,2,0,97,1,1.060606003,"2014"
"1427","LAKE REGIONAL LAW ENFORCEMENT CENTER",12,7,23,0,0,2,0,89,1,1.060606003,"2014"
"1428","SOUTHWEST MULTI-COUNTY CORRECTIONAL  FACILITY",12,11,35,0,0,2,0,83,1,1.060606003,"2014"
"1429","WARD COUNTY JAIL",9,0,0,0,0,-9,0,118,5.5377,5.768437862,"2014"
"1430","ALLEN COUNTY JAIL",7,0,0,0,0,-9,0,226,1.4136,1.587581515,"2014"
"1431","SOUTHEASTERN OHIO REGIONAL JAIL",12,16,55,0,0,2,0,187,1,1.060606003,"2014"
"1432","AUGLAIZE COUNTY JAIL",9,0,0,0,0,-9,0,54,5.5377,5.768437862,"2014"
"1433","BUTLER COUNTY",1,51,160,5,0,2,0,830,1,1.078947425,"2014"
"1434","TRI-COUNTY REGIONAL JAIL",12,10,49,0,0,2,1,161,1,1.060606003,"2014"
"1435","CUYAHOGA COUNTY CORRECTIONAL CENTER",1,121,719,24,0,2,0,2077,1,1.078947425,"2014"
"1436","ERIE COUNTY JAIL",9,0,0,0,0,-9,0,132,5.5377,5.768437862,"2014"
"1437","FRANKLIN COUNTY",1,0,0,0,0,2,5,1829,1,1.078947425,"2014"
"1438","FRANKLIN CO COMMUNTY-BASED CORR. FACILITY",1,41,71,0,0,2,0,210,1,1.078947425,"2014"
"1439","GALLIA COUNTY JAIL",10,0,0,0,0,-9,0,13,15.7,16.98163223,"2014"
"1440","GREENE COUNTY",7,0,0,0,0,-9,0,231,1.4136,1.587581515,"2014"
"1441","HAMILTON COUNTY",1,115,395,0,0,2,0,1533,1,1.078947425,"2014"
"1442","RIVER CITY CORRECTIONAL FACILITY",1,37,104,0,0,2,1,212,1,1.078947425,"2014"
"1443","HIGHLAND COUNTY JAIL",9,0,0,0,0,-9,0,64,5.5377,5.768437862,"2014"
"1444","LAKE COUNTY",7,0,0,0,0,2,0,370,1.4136,1.587581515,"2014"
"1445","LICKING COUNTY JAIL",7,0,0,0,0,2,1,268,1.4136,1.587581515,"2014"
"1446","LUCAS COUNTY CORRECTIONAL CENTER",2,0,0,0,0,-9,0,497,2.4167,2.416699886,"2014"
"1447","MAHONING COUNTY JAIL",1,16,129,3,0,2,0,571,1,1.078947425,"2014"
"1448","MULTI COUNTY CORRECTIONAL CENTER",12,7,52,0,0,2,0,165,1,1.060606003,"2014"
"1449","MEDINA COUNTY JAIL",7,0,0,0,0,-9,0,206,1.4136,1.587581515,"2014"
"1450","MIAMI COUNTY JAIL",2,0,0,0,0,-9,1,67,2.4167,2.416699886,"2014"
"1451","MIAMI COUNTY INCARCERATION FACILITY",2,0,0,0,0,-9,1,60,2.4167,2.416699886,"2014"
"1452","MONTGOMERY COUNTY JAIL",1,40,160,3,0,2,1,851,1,1.078947425,"2014"
"1453","STARK COUNTY JAIL",2,0,0,0,0,-9,0,433,2.4167,2.416699886,"2014"
"1454","SUMMIT COUNTY JAIL AND GLENWOOD ANNEX",7,0,0,0,0,-9,0,668,1.4136,1.587581515,"2014"
"1455","TRUMBULL COUNTY JAIL",7,0,0,0,0,-9,0,308,1.4136,1.587581515,"2014"
"1456","NORTHWEST OH REGIONAL CORRECTIONAL CENTER",12,78,174,0,0,2,0,528,1,1.060606003,"2014"
"1457","CLEVELAND HOUSE OF CORRECTION",8,0,0,0,0,-9,1,173,2.7519,3.01743412,"2014"
"1458","EAST CLEVELAND CITY JAIL",10,0,0,0,0,-9,0,15,15.7,16.98163223,"2014"
"1459","STRONGSVILLE CITY JAIL",10,0,0,0,0,-9,0,4,15.7,16.98163223,"2014"
"1460","ADAIR COUNTY JAIL",9,0,0,0,0,-9,0,59,5.5377,5.768437862,"2014"
"1461","CARTER COUNTY JAIL",8,0,0,0,0,-9,0,192,2.7519,3.01743412,"2014"
"1462","COMANCHE COUNTY JAIL",2,0,0,0,0,-9,0,295,2.4167,2.416699886,"2014"
"1463","HUGHES COUNTY JAIL",10,0,0,0,0,-9,0,23,15.7,16.98163223,"2014"
"1464","JACKSON COUNTY JAIL",8,0,0,0,0,2,0,143,2.7519,3.01743412,"2014"
"1465","JEFFERSON COUNTY JAIL",10,0,0,0,0,2,0,96,15.7,16.98163223,"2014"
"1466","KAY COUNTY JAIL",8,0,0,0,0,-9,0,193,2.7519,3.01743412,"2014"
"1467","OKMULGEE COUNTY JAIL",8,0,0,0,0,-9,0,282,2.7519,3.01743412,"2014"
"1468","PITTSBURG COUNTY JAIL",9,0,0,0,0,-9,1,126,5.5377,5.768437862,"2014"
"1469","PONTOTOC COUNTY JAIL",9,0,0,0,0,-9,1,175,5.5377,5.768437862,"2014"
"1470","TEXAS COUNTY JAIL",9,0,0,0,0,-9,0,61,5.5377,5.768437862,"2014"
"1471","DAVID L MOSS CRIMINAL JUSTICE CENTER- C.C.A.",1,16,354,102,0,2,0,1746,1,1.078947425,"2014"
"1472","IDABEL CITY JAIL",10,0,0,0,0,-9,0,3,15.7,16.98163223,"2014"
"1473","MIDWEST CITY JAIL",9,0,0,0,0,-9,1,38,5.5377,5.768437862,"2014"
"1474","COOS COUNTY JAIL",8,0,0,0,0,-9,0,84,2.7519,3.01743412,"2014"
"1475","DESCHUTES COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,226,2.7519,3.01743412,"2014"
"1476","DOUGLAS COUNTY CORRECTIONS",8,0,0,0,0,-9,0,226,2.7519,3.01743412,"2014"
"1477","HARNEY COUNTY JAIL",10,0,0,0,0,-9,1,16,15.7,16.98163223,"2014"
"1478","LANE COUNTY",7,0,0,0,0,-9,1,361,1.4136,1.587581515,"2014"
"1479","MARION COUNTY",1,28,103,0,0,2,0,383,1,1.078947425,"2014"
"1480","MULTNOMAH COUNTY DETENTION FACILITY",1,331,758,15,0,2,0,1218,1,1.078947425,"2014"
"1481","NORTHERN OREGON REGIONAL FACILITY",12,12,37,0,0,2,0,118,1,1.060606003,"2014"
"1482","WASHINGTON COUNTY JAIL",1,150,281,0,0,2,0,765,1,1.078947425,"2014"
"1483","YAMHILL COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,189,2.7519,3.01743412,"2014"
"1484","ALLEGHENY COUNTY JAIL",1,0,0,0,0,2,5,2267,1,1.078947425,"2014"
"1485","COMMUNITY CORRECTIONS CENTER - GOODWILL",1,5,9,0,0,2,0,44,1,1.078947425,"2014"
"1486","THE PROGRAM FOR OFFENDERS, INC.",1,14,34,0,0,2,1,74,1,1.078947425,"2014"
"1487","ALLEGHENY COUNTY RENEWAL INCORPORATED",1,150,200,0,0,2,1,545,1,1.078947425,"2014"
"1488","BERKS COUNTY PRISON",1,42,235,6,0,2,0,1174,1,1.078947425,"2014"
"1489","BLAIR COUNTY PRISON",7,0,0,0,0,-9,0,282,1.4136,1.587581515,"2014"
"1490","BRADFORD COUNTY JAIL",8,0,0,0,0,-9,0,172,2.7519,3.01743412,"2014"
"1491","BUCKS COUNTY",1,69,352,5,0,2,0,1055,1,1.078947425,"2014"
"1492","BUTLER COUNTY PRISON",7,0,0,0,0,-9,0,367,1.4136,1.587581515,"2014"
"1493","CARBON COUNTY JAIL",8,0,0,0,0,-9,0,185,2.7519,3.01743412,"2014"
"1494","CHESTER COUNTY PRISON",1,50,280,0,0,2,1,935,1,1.078947425,"2014"
"1495","CRAWFORD COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,226,2.7519,3.01743412,"2014"
"1496","CUMBERLAND COUNTY PRISON",2,0,0,0,0,-9,0,410,2.4167,2.416699886,"2014"
"1497","DAUPHIN COUNTY PRISON",1,0,287,0,9,1,0,1277,1,1.078947425,"2014"
"1498","GEORGE W. HILL CORR FAC.- THE GEO GROUP, INC",1,153,548,3,0,2,0,1944,1,1.078947425,"2014"
"1499","ERIE COUNTY PRISON",1,25,172,0,0,2,0,653,1,1.078947425,"2014"
"1500","FAYETTE COUNTY PRISON",7,0,0,0,0,-9,0,267,1.4136,1.587581515,"2014"
"1501","FRANKLIN COUNTY PRISON",2,0,0,0,0,-9,1,421,2.4167,2.416699886,"2014"
"1502","GREENE COUNTY PRISON",8,0,0,0,0,-9,0,89,2.7519,3.01743412,"2014"
"1503","LACKAWANNA COUNTY PRISON",1,52,221,2,0,2,1,1066,1,1.078947425,"2014"
"1504","LANCASTER COUNTY PRISON",1,62,263,10,0,2,0,987,1,1.078947425,"2014"
"1505","LEBANON COUNTY CORRECTIONAL FACILITY",2,0,0,0,0,-9,0,511,2.4167,2.416699886,"2014"
"1506","LEHIGH COUNTY",1,82,317,0,9,2,1,1293,1,1.078947425,"2014"
"1507","LUZERNE COUNTY CORRECTIONAL FACILITY",1,35,308,4,0,2,0,696,1,1.078947425,"2014"
"1508","MONROE COUNTY CORRECTIONAL FACILITY",2,0,0,0,0,-9,0,378,2.4167,2.416699886,"2014"
"1509","MONTGOMERY CO PRISON CORRECTIONAL FACILITY",1,74,335,75,0,2,0,1935,1,1.078947425,"2014"
"1510","NORTHAMPTON COUNTY DEPT OF CORRECTIONS",1,68,255,0,1,2,0,726,1,1.078947425,"2014"
"1511","PIKE COUNTY JAIL",7,0,0,0,0,-9,0,339,1.4136,1.587581515,"2014"
"1512","SCHUYKILL COUNTY PRISON",3,0,0,0,0,-9,0,294,4.2917,4.904799461,"2014"
"1513","UNION COUNTY JAIL",9,0,0,0,0,-9,0,60,5.5377,5.768437862,"2014"
"1514","WASHINGTON COUNTY CORRECTIONAL FACILITY",7,0,0,0,0,-9,1,399,1.4136,1.587581515,"2014"
"1515","WESTMORELAND COUNTY PRISON",1,44,193,0,0,2,0,612,1,1.078947425,"2014"
"1516","YORK COUNTY PRISON",1,73,474,0,0,2,0,2352,1,1.078947425,"2014"
"1517","PHILADELPHIA PRISON SYSTEM",1,551,2352,104,0,2,0,8679,1,1.078947425,"2014"
"1518","BAMBERG COUNTY DETENTION CENTER",10,0,0,0,0,2,0,32,15.7,16.98163223,"2014"
"1519","CHARLESTON COUNTY DETENTION CENTER",1,41,459,17,0,2,0,1207,1,1.078947425,"2014"
"1520","CHEROKEE COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,182,2.7519,3.01743412,"2014"
"1521","CHESTERFIELD COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,80,2.7519,3.01743412,"2014"
"1522","DILLON COUNTY DETENTION CENTER",8,0,0,0,0,2,0,105,2.7519,3.01743412,"2014"
"1523","DORCHESTER COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,194,1.4136,1.587581515,"2014"
"1524","FLORENCE COUNTY DETENTION CENTER",2,0,0,0,0,2,0,317,2.4167,2.416699886,"2014"
"1525","GEORGETOWN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,201,2.7519,3.01743412,"2014"
"1526","GREENVILLE COUNTY DETENTION CENTER",1,119,368,3,0,2,0,1305,1,1.078947425,"2014"
"1527","GREENWOOD COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,204,2.7519,3.01743412,"2014"
"1528","HORRY COUNTY J. REUBEN LONG DETENTION CENTER",7,0,0,0,0,-9,0,666,1.4136,1.587581515,"2014"
"1529","LANCASTER COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,125,2.7519,3.01743412,"2014"
"1530","NEWBERRY COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,95,2.7519,3.01743412,"2014"
"1531","ORANGEBURG/CALHOUN CO REGIONAL DETENTION CTR",12,7,77,0,0,2,0,236,1,1.060606003,"2014"
"1532","RICHLAND COUNTY DETENTION CENTER",1,33,314,0,0,2,0,923,1,1.078947425,"2014"
"1533","SPARTANBURG COUNTY DETENTION FACILITY",1,43,203,11,0,2,0,727,1,1.078947425,"2014"
"1534","SUMTER-LEE REGIONAL DETENTION CENTER",12,13,86,0,0,2,0,322,1,1.060606003,"2014"
"1535","BROWN COUNTY JAIL",9,0,0,0,0,-9,0,36,5.5377,5.768437862,"2014"
"1536","HUGHES COUNTY JAIL",9,0,0,0,0,-9,1,130,5.5377,5.768437862,"2014"
"1537","MINNEHAHA COUNTY",7,0,0,0,0,2,0,530,1.4136,1.587581515,"2014"
"1538","PENNINGTON COUNTY JAIL",7,0,0,0,0,-9,0,509,1.4136,1.587581515,"2014"
"1539","WINNER CITY JAIL",9,0,0,0,0,-9,0,85,5.5377,5.768437862,"2014"
