"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"884","Northern Regional Jail and Correction Facility - West Virginia Regional Jail and Correctional Facili",12,88,76,14,12,8,4,281,38,292,1,1.04545455,"2015"
"885","Southern Regional Jail - West Virginia Regional Jail and Correctional Facility Authority",12,123,99,17,24,10,14,511,111,585,1,1,"2015"
"886","Tygart Valley Regional Jail - West Virginia Regional Jail and Correctional Facility Authority",12,107,86,18,21,14,7,460,197,373,1,1,"2015"
"887","Brown County Sheriffs Office",1,165,145,38,20,9,11,758,139,579,1,1,"2015"
"888","Burnett County Sheriffs Office",9,13,12,6,1,0,1,20,5,22,9,9.29508197,"2015"
"889","Clark County Sheriffs Department",9,20,19,10,1,0,1,64,11,64,9,9.29508197,"2015"
"890","Dane County Sheriff's Office",1,257,187,49,70,49,21,792,98,757,1,1,"2015"
"891","Door County Sheriffs Office",9,33,23,5,10,3,7,62,10,67,9,9.29508197,"2015"
"892","Fond du Lac County Sheriffs Office",7,60,55,27,5,3,2,300,50,300,1.27884614,1.31702066,"2015"
"893","Green Lake County Sheriffs Office",5,28,14,7,14,8,6,37,10,53,7.41666651,8.09090892,"2015"
"894","Jefferson County Sheriffs Office",8,39,28,9,11,6,5,139,25,140,4.90361452,5.02620488,"2015"
"895","Kenosha County Sheriffs Department",1,227,168,46,59,36,23,776,82,683,1,1,"2015"
"896","Manitowoc County Sheriff's Office",4,52,38,15,14,10,4,162,27,157,9,9,"2015"
"897","Milwaukee County Sheriff's Office",1,237,185,72,52,46,6,890,109,930,1,1.01503759,"2015"
"898","Milwaukee County House of Correction",1,353,262,118,91,32,59,1421,170,1521,1,1.01503759,"2015"
"899","Monroe County Sheriff's Office",9,22,21,9,1,0,1,51,7,38,9,9.29508197,"2015"
"900","Outagamie County Sheriffs Department",7,108,78,23,30,15,15,375,77,348,1.27884614,1.31702066,"2015"
"901","Racine County Sheriff's Office",1,-9,-9,-9,-9,-9,-9,684,93,667,1,1,"2015"
"902","Rock County Sheriffs Office",1,122,81,27,41,14,27,412,67,475,1,1,"2015"
"903","Washington County Sheriffs Department",3,63,54,21,9,1,8,210,47,250,4.69999981,5.22222201,"2015"
"904","Waukesha County Sheriff Department",1,147,114,38,33,22,11,465,104,533,1,1,"2015"
"905","Waupaca County Sheriff's Office",8,56,46,16,10,4,6,212,25,200,4.90361452,5.02620488,"2015"
"906","Winnebago County Sheriffs Office",7,102,77,22,25,18,7,305,41,272,1.27884614,1.31702066,"2015"
"907","Wood County Sheriffs Department",8,31,23,11,8,6,2,82,8,64,4.90361452,5.02620488,"2015"
"908","Hot Springs County Sheriffs Department",10,13,6,2,7,2,5,8,3,15,14.89999962,14.89999962,"2015"
"909","Laramie County Sheriff's Department",7,99,71,13,28,21,7,207,40,212,1.27884614,1.31702066,"2015"
"910","Natrona County Sheriffs Office",7,37,19,5,18,8,10,259,51,265,1.27884614,1.31702066,"2015"
"911","Uinta County Sheriff's Office",9,16,13,2,3,1,2,43,13,53,9,9.29508197,"2015"
"912","BALDWIN COUNTY SHERIFF'S OFFICE",1,109,91,31,18,15,3,466,90,538,1,1.05357143,"2016"
"913","BIBB COUNTY SHERIFFS DEPARTMENT",9,15,15,5,0,0,0,69,7,74,9,9.29508197,"2016"
"914","CLEBURNE COUNTY SHERIFFS OFFICE",9,15,14,5,1,0,1,50,8,58,9,9.29508197,"2016"
"915","CULLMAN COUNTY SHERIFFS OFFICE",7,44,26,8,18,12,6,307,63,315,1.27884614,1.30404508,"2016"
"916","ETOWAH COUNTY SHERIFFS OFFICE",1,85,62,11,23,8,15,686,94,710,1,1.05357143,"2016"
"917","FAYETTE COUNTY SHERIFFS OFFICE",9,12,11,5,1,0,1,72,15,60,9,9.29508197,"2016"
"918","HOUSTON COUNTY SHERIFFS OFFICE",7,71,63,23,8,7,1,253,35,285,1.27884614,1.30404508,"2016"
"919","JEFFERSON COUNTY SHERIFF'S OFFICE",1,220,159,36,61,45,16,1030,150,1010,1,1.0546875,"2016"
"920","LAWRENCE COUNTY SHERIFFS OFFICE",8,12,8,2,4,0,4,155,25,125,4.90361452,5.15508193,"2016"
"921","LEE COUNTY SHERIFFS OFFICE",7,69,54,17,15,10,5,340,56,361,1.27884614,1.30404508,"2016"
"922","LOWNDES COUNTY SHERIFFS OFFICE",9,16,13,7,3,1,2,35,2,47,9,9.29508197,"2016"
"923","MADISON COUNTY SHERIFFS OFFICE",1,91,55,20,36,19,17,783,150,847,1,1.05357143,"2016"
"924","MONTGOMERY COUNTY SHERIFFS OFFICE",7,181,139,75,42,24,18,467,66,550,1.27884614,1.30404508,"2016"
"925","MORGAN COUNTY SHERIFFS OFFICE",7,114,106,40,8,0,8,425,65,425,1.27884614,1.30404508,"2016"
"926","RUSSELL COUNTY SHERIFF'S DEPARTMENT",2,57,50,22,7,3,4,235,30,228,2.71428561,2.71428561,"2016"
"927","SHELBY COUNTY SHERIFF'S OFFICE",2,78,67,12,11,5,6,443,80,444,2.71428561,2.71428561,"2016"
"928","TALLADEGA COUNTY SHERIFF'S OFFICE/JAIL",7,49,45,15,4,2,2,242,80,245,1.27884614,1.30404508,"2016"
"929","WASHINGTON COUNTY SHERIFFS OFFICE",7,33,5,2,28,10,18,45,10,50,1.27884614,1.30404508,"2016"
"930","CITY OF FOLEY POLICE DEPARTMENT",9,13,13,7,0,0,0,37,7,31,9,9.29508197,"2016"
"931","PIEDMONT POLICE DEPARTMENT",10,17,0,0,17,8,9,4,2,7,14.89999962,15.15689616,"2016"
"932","CITY OF ADAMSVILLE JAIL",10,11,11,8,0,0,0,7,1,4,14.89999962,15.15689616,"2016"
"933","FULTONDALE POLICE DEPARTMENT",10,7,6,4,1,1,0,0,0,3,14.89999962,15.15689616,"2016"
"934","GUNTERSVILLE POLICE DEPARTMENT",10,5,5,0,0,0,0,6,3,11,14.89999962,15.15689616,"2016"
"935","CREOLA POLICE DEPARTMENT",1,14,4,3,10,3,7,6,1,4,1,1,"2016"
"936","MONTGOMERY MUNICIPAL JAIL",7,50,46,29,4,2,2,104,28,139,1.27884614,1.30404508,"2016"
"937","COCONINO COUNTY SHERIFFS OFFICE",7,153,86,19,67,46,21,413,76,398,1.27884614,1.30404508,"2016"
"938","MARICOPA COUNTY SHERIFF'S OFFICE",1,1965,1795,477,170,111,59,7393,1147,7664,1,1.0546875,"2016"
"939","MOHAVE COUNTY SHERIFF'S OFFICE",1,135,112,20,23,18,5,452,95,455,1,1.05357143,"2016"
"940","NAVAJO COUNTY SHERIFFS OFFICE",7,76,52,8,24,21,3,276,54,276,1.27884614,1.30404508,"2016"
"941","PIMA COUNTY SHERIFF'S DEPARTMENT",1,540,399,97,141,89,52,1857,279,1840,1,1.0546875,"2016"
"942","Pinal County Sheriff's Office",1,83,76,31,7,5,2,582,110,659,1,1.0546875,"2016"
"943","YAVAPAI COUNTY SHERIFFS OFFICE",7,184,158,25,26,19,7,501,117,519,1.27884614,1.30404508,"2016"
"944","YUMA COUNTY SHERIFF'S OFFICE",1,190,144,35,46,31,15,394,70,450,1,1.05357143,"2016"
"945","BENTON COUNTY SHERIFFS OFFICE",7,125,115,21,10,7,3,525,93,513,1.27884614,1.30404508,"2016"
"946","CRITTENDEN COUNTY SHERIFFS OFFICE",7,52,47,20,5,3,2,181,33,222,1.27884614,1.30404508,"2016"
"947","DREW COUNTY DETENTION FACILITY",10,15,12,8,3,1,2,33,3,32,14.89999962,15.15689616,"2016"
"948","SCOTT COUNTY DETENTION CENTER",8,11,11,5,0,0,0,24,3,28,4.90361452,5.15508193,"2016"
"949","SEBASTIAN COUNTY SHERIFFS OFFICE",7,90,66,16,24,8,16,418,106,483,1.27884614,1.30404508,"2016"
"950","WASHINGTON COUNTY SHERIFFS OFFICE",1,198,171,55,27,10,17,668,114,604,1,1.05357143,"2016"
"951","WHITE COUNTY SHERIFFS OFFICE",7,73,48,18,25,15,10,242,80,306,1.27884614,1.30404508,"2016"
"952","PULASKI COUNTY SHERIFFS OFFICE",12,327,260,123,67,51,16,915,141,1013,1,1,"2016"
"953","ALAMEDA COUNTY SHERIFFS OFFICE",1,682,452,75,230,138,92,2447,216,2493,1,1,"2016"
"954","AMADOR COUNTY SHERIFF'S OFFICE",1,30,26,10,4,0,4,78,17,89,1,1.16666667,"2016"
"955","BUTTE COUNTY SHERIFFS OFFICE",1,147,106,18,41,29,12,760,79,583,1,1,"2016"
"956","CALAVERAS COUNTY SHERIFFS OFFICE",1,30,21,8,9,5,4,90,20,91,1,1.16666667,"2016"
"957","COLUSA COUNTY SHERIFFS OFFICE",1,15,13,5,2,1,1,92,15,87,1,1.16666667,"2016"
"958","CONTRA COSTA COUNTY SHERIFFS OFFICE",1,455,345,48,110,40,70,1989,198,1426,1,1,"2016"
"959","EL DORADO COUNTY SHERIFF'S OFFICE",1,123,99,21,24,18,6,501,62,388,1,1,"2016"
"960","FRESNO COUNTY SHERIFF CORONER'S OFFICE",1,503,422,114,81,29,52,2818,338,2832,1,1,"2016"
"961","GLENN COUNTY SHERIFFS OFFICE",1,17,14,6,3,2,1,99,22,101,1,1,"2016"
"962","HUMBOLDT COUNTY SHERIFFS OFFICE",1,109,87,25,22,9,13,585,47,371,1,1,"2016"
"963","IMPERIAL COUNTY SHERIFF'S OFFICE",1,88,54,13,34,20,14,480,62,548,1,1,"2016"
"964","INYO COUNTY SHERIFFS OFFICE",1,26,19,8,7,5,2,55,15,65,1,1.16666667,"2016"
"965","KERN COUNTY SHERIFFS OFFICE",1,383,317,72,66,47,19,2937,276,2197,1,1,"2016"
"966","KINGS COUNTY SHERIFFS OFFICE",1,160,121,36,39,26,13,975,70,461,1,1,"2016"
"967","LAKE COUNTY SHERIFF'S OFFICE",1,62,52,18,10,4,6,294,44,280,1,1,"2016"
"968","LASSEN COUNTY ADULT DETENTION FACILITY",1,36,25,7,11,6,5,100,12,92,1,1,"2016"
"969","LOS ANGELES COUNTY SHERIFF'S DEPARTMENT",1,0,0,0,0,0,0,16218,2075,16613,1,1,"2016"
"970","MADERA COUNTY DEPARTMENT OF CORRECTIONS",1,102,86,18,16,14,2,459,49,409,1,1,"2016"
"971","MARIN COUNTY SHERIFFS OFFICE",1,100,74,18,26,18,8,328,49,318,1,1,"2016"
"972","MARIPOSA COUNTY SHERIFFS OFFICE",1,21,19,9,2,1,1,41,9,41,1,1.16666667,"2016"
"973","MENDOCINO COUNTY SHERIFFS OFFICE",1,43,41,8,2,1,1,370,45,306,1,1,"2016"
"974","MERCED COUNTY SHERIFFS OFFICE",1,101,81,63,20,9,11,747,50,650,1,1,"2016"
"975","MODOC COUNTY SHERIFFS OFFICE",1,7,7,3,0,0,0,17,5,25,1,1,"2016"
"976","MONO COUNTY SHERIFFS OFFICE",1,12,12,5,0,0,0,23,4,26,1,1,"2016"
"977","MONTEREY COUNTY SHERIFFS OFFICE",1,375,354,49,21,5,16,926,123,930,1,1,"2016"
"978","NAPA COUNTY DEPARTMENT OF CORRECTIONS",1,86,67,16,19,9,10,230,20,208,1,1,"2016"
"979","NEVADA COUNTY SHERIFFS OFFICE",1,71,59,28,12,8,4,185,39,202,1,1,"2016"
"980","ORANGE COUNTY SHERIFF'S DEPARTMENT",1,0,0,0,0,0,0,6147,768,6076,1,1,"2016"
"981","Placer County Sheriff's Office",1,253,196,49,57,52,5,746,125,734,1,1,"2016"
"982","PLUMAS COUNTY SHERIFFS CORRECTIONAL FACILITY",1,20,15,7,5,1,4,48,9,49,1,1,"2016"
"983","RIVERSIDE COUNTY SHERIFF'S DEPARTMENT",1,1497,1199,235,298,191,107,5355,382,3601,1,1,"2016"
"984","SACRAMENTO COUNTY SHERIFFS OFFICE - RIO COSUMNES CORRECTIONAL CENTER (RCCC)",1,287,224,28,63,40,23,1594,189,1797,1,1,"2016"
"985","SACRAMENTO COUNTY SHERIFF'S DEPARTMENT - MAIN JAIL",1,421,283,60,138,80,58,2007,231,2061,1,1,"2016"
"986","SAN BENITO COUNTY SHERIFFS OFFICE",1,26,23,8,3,1,2,139,20,122,1,1,"2016"
"987","SAN BERNARDINO COUNTY SHERIFF-CORONER DEPARTMENT",1,1365,651,104,714,513,201,5622,1211,6051,1,1,"2016"
"988","SAN DIEGO COUNTY SHERIFF'S DEPARTMENT",1,1758,1099,250,659,450,209,5659,846,5362,1,1,"2016"
"989","CORRECTIONAL ALTERNATIVES",1,106,38,13,68,30,38,374,126,345,1,1,"2016"
"990","SAN JOAQUIN COUNTY SHERIFFS OFFICE",1,333,260,60,73,44,29,1800,181,1350,1,1,"2016"
"991","SAN LUIS OBISPO COUNTY SHERIFFS OFFICE",1,167,142,41,25,19,6,581,88,606,1,1,"2016"
"992","SAN MATEO COUNTY SHERIFFS OFFICE",1,311,229,46,82,39,43,1086,111,938,1,1,"2016"
"993","SANTA BARBARA COUNTY SHERIFFS OFFICE",1,300,197,36,103,61,42,1128,165,1194,1,1,"2016"
"994","SANTA CLARA COUNTY SHERIFF'S OFFICE",1,1830,1321,233,509,298,211,4119,434,3546,1,1,"2016"
"995","SANTA CRUZ COUNTY SHERIFFS OFFICE",1,157,117,35,40,29,11,576,45,441,1,1,"2016"
"996","SHASTA COUNTY SHERIFF'S OFFICE",1,69,50,9,19,10,9,491,51,338,1,1,"2016"
"997","SISKIYOU COUNTY SHERIFFS DEPARTMENT",1,41,28,5,13,5,8,144,12,97,1,1.16666667,"2016"
"998","SOLANO COUNTY SHERIFF'S OFFICE",1,281,256,72,25,7,18,1016,122,984,1,1,"2016"
"999","SONOMA COUNTY SHERIFF'S OFFICE",1,236,165,39,71,40,31,1051,169,1106,1,1,"2016"
"1000","STANISLAUS COUNTY SHERIFFS DEPARTMENT",1,293,241,32,52,41,11,1525,144,1214,1,1,"2016"
"1001","SUTTER COUNTY SHERIFFS OFFICE",1,61,55,18,6,4,2,262,44,244,1,1,"2016"
"1002","TEHAMA COUNTY SHERIFFS OFFICE",1,51,41,11,10,6,4,238,29,193,1,1,"2016"
"1003","TRINITY COUNTY SHERIFFS OFFICE",1,16,16,5,0,0,0,46,7,52,1,1,"2016"
"1004","TULARE COUNTY SHERIFF'S DEPARTMENT",1,429,296,53,133,50,83,1619,220,1571,1,1,"2016"
"1005","TUOLUMNE COUNTY SHERIFFS OFFICE",1,45,33,9,12,8,4,148,33,147,1,1,"2016"
"1006","VENTURA COUNTY SHERIFF'S OFFICE",1,411,315,69,96,55,41,1692,227,1650,1,1,"2016"
"1007","YOLO COUNTY SHERIFF'S OFFICE",1,131,107,32,24,21,3,466,39,362,1,1,"2016"
"1008","YUBA COUNTY SHERIFFS OFFICE",1,24,19,7,5,2,3,376,41,385,1,1,"2016"
"1009","Glendale  Police Department",1,22,4,2,18,9,9,8,2,10,1,1,"2016"
"1010","LONG BEACH POLICE DEPARTMENT",1,59,51,10,8,1,7,36,15,87,1,1,"2016"
"1011","MONTEREY PARK POLICE DEPARTMENT",1,2,2,1,0,0,0,6,1,3,1,1,"2016"
"1012","WHITTIER POLICE DEPARTMENT",1,0,0,0,0,0,0,12,2,8,1,1,"2016"
"1013","SANTA ANA POLICE DEPARTMENT",1,113,88,38,25,16,9,307,65,344,1,1,"2016"
"1014","SEAL BEACH POLICE DEPARTMENT DETENTION CENTER",1,4,4,3,0,0,0,6,0,3,1,1,"2016"
"1015","SAN FRANCISCO SHERIFFS DEPARTMENT",1,494,466,71,28,7,21,2441,131,1309,1,1,"2016"
"1016","ALHAMBRA CITY JAIL",1,10,8,5,2,1,1,5,1,6,1,1,"2016"
"1017","Montebello Police Department City JailA- Geo Group, Inc.",1,6,5,2,1,0,1,2,1,5,1,1,"2016"
"1018","ADAMS COUNTY SHERIFFS OFFICE",1,294,193,22,101,75,26,1565,136,938,1,1.0546875,"2016"
"1019","ARAPAHOE COUNTY SHERIFF'S OFFICE",1,338,336,105,2,2,0,1031,120,1002,1,1.0546875,"2016"
"1020","BOULDER COUNTY SHERIFFS OFFICE",7,172,112,23,60,43,17,439,62,466,1.27884614,1.30404508,"2016"
"1021","CONEJOS COUNTY SHERIFFS OFFICE",10,18,16,6,2,2,0,35,8,33,14.89999962,15.15689616,"2016"
"1022","DOUGLAS COUNTY SHERIFFS OFFICE",7,166,146,40,20,11,9,298,70,270,1.27884614,1.30404508,"2016"
"1023","COMCOR INC.",1,107,46,26,61,34,27,479,59,321,1,1.0546875,"2016"
"1024","EL PASO COUNTY SHERIFFS OFFICE",1,450,329,66,121,71,50,1553,293,1628,1,1.0546875,"2016"
"1025","GARFIELD COUNTY SHERIFF'S OFFICE",9,62,53,17,9,5,4,81,15,113,9,9.29508197,"2016"
"1026","JEFFERSON COUNTY SHERIFFS OFFICE",1,385,225,32,160,78,82,1101,228,1256,1,1.0546875,"2016"
"1027","LARIMER COUNTY SHERIFFS OFFICE",7,215,118,17,97,64,33,558,105,550,1.27884614,1.30404508,"2016"
"1028","MESA COUNTY SHERIFF'S OFFICE",7,80,56,18,24,15,9,485,76,429,1.27884614,1.30404508,"2016"
"1029","RIO BLANCO COUNTY JAIL",10,9,9,1,0,0,0,9,2,11,14.89999962,15.15689616,"2016"
"1030","TELLER COUNTY SHERIFFS OFFICE",9,27,26,6,1,1,0,65,17,71,9,9.29508197,"2016"
"1031","WELD COUNTY SHERIFFS OFFICE",1,234,130,29,104,63,41,666,106,662,1,1.05357143,"2016"
"1032","DENVER SHERIFF DEPARTMENT",1,1014,835,193,179,100,79,2174,307,2221,1,1.0546875,"2016"
"1033","D.C. DEPARTMENT OF CORRECTIONS",1,670,670,225,0,0,0,1879,122,1858,1,1.0546875,"2016"
"1034","ALACHUA COUNTY SHERIFFS OFFICE",1,327,243,64,84,65,19,780,130,865,1,1.0546875,"2016"
"1035","BAKER COUNTY SHERIFF'S OFFICE",7,81,74,13,7,4,3,469,53,437,1.27884614,1.30404508,"2016"
"1036","BAY COUNTY JAIL FACILITY",1,224,125,41,99,66,33,1050,209,955,1,1.05357143,"2016"
"1037","BREVARD COUNTY SHERIFF'S OFFICE JAIL COMPLEX",1,477,328,89,149,106,43,1508,378,1447,1,1.0546875,"2016"
"1038","BROWARD SHERIFF'S OFFICE",1,1306,1224,510,82,62,20,6144,428,4073,1,1.0546875,"2016"
"1039","GEO GROUP - BROWARD TRANSITIONAL CENTER",1,185,135,33,50,34,16,648,89,641,1,1.0546875,"2016"
"1040","CHARLOTTE COUNTY SHERIFFS OFFICE",7,186,140,41,46,36,10,597,142,678,1.27884614,1.30404508,"2016"
"1041","COLLIER COUNTY SHERIFFS OFFICE",1,303,250,50,53,41,12,754,121,757,1,1.05357143,"2016"
"1042","MIAMI-DADE COUNTY CORRECTIONS AND REHABILITATION DEPARTMENT",1,2725,2051,991,674,450,224,4489,321,3784,1,1.0546875,"2016"
"1043","ESCAMBIA COUNTY ROAD PRISON",1,72,67,3,5,3,2,232,0,216,1,1.0546875,"2016"
"1044","ESCAMBIA COUNTY CORRECTIONS",1,845,672,210,173,116,57,1351,110,1396,1,1.0546875,"2016"
"1045","HERNANDO COUNTY SHERIFFS OFFICE",7,144,102,19,42,36,6,578,119,563,1.27884614,1.30404508,"2016"
"1046","HILLSBOROUGH COUNTY SHERIFFS OFFICE",1,1599,904,166,695,412,283,3044,455,2948,1,1.0546875,"2016"
"1047","LAKE COUNTY SHERIFFS OFFICE",1,190,120,30,70,40,30,687,112,743,1,1.05357143,"2016"
"1048","LEE COUNTY SHERIFFS OFFICE",1,459,343,107,116,94,22,1580,316,1598,1,1.0546875,"2016"
"1049","LEON COUNTY SHERIFFS OFFICE",1,279,200,125,79,10,69,1003,145,1005,1,1.05357143,"2016"
"1050","MANATEE COUNTY SHERIFF'S OFFICE",1,333,265,73,68,45,23,1089,204,1084,1,1.05357143,"2016"
"1051","MARION COUNTY SHERIFFS OFFICE",1,276,186,60,90,64,26,1007,227,1123,1,1.0546875,"2016"
"1052","MARTIN COUNTY SHERIFFS OFFICE",1,138,122,24,16,11,5,483,86,519,1,1.05357143,"2016"
"1053","MONROE COUNTY SHERIFFS OFFICE",7,167,119,34,48,24,24,552,57,501,1.27884614,1.30404508,"2016"
"1054","NASSAU COUNTY SHERIFFS OFFICE",7,51,36,9,15,6,9,245,45,245,1.27884614,1.30404508,"2016"
"1055","OKALOOSA COUNTY DEPARTMENT OF CORRECTIONS",1,124,110,33,14,5,9,721,144,741,1,1.05357143,"2016"
"1056","ORANGE COUNTY CORRECTIONS DEPARTMENT",1,1764,1351,554,413,263,150,5522,357,2641,1,1.0546875,"2016"
"1057","PALM BEACH COUNTY SHERIFFS OFFICE",1,932,866,416,66,51,15,2118,216,2082,1,1.0546875,"2016"
"1058","PASCO SHERIFF'S OFFICE",1,676,640,240,36,5,31,1384,253,1398,1,1.0546875,"2016"
"1059","PINELLAS COUNTY SHERIFF'S OFFICE",1,1038,637,229,401,347,54,3691,458,2753,1,1.0546875,"2016"
"1060","POLK COUNTY SHERIFFS OFFICE",1,432,295,77,137,99,38,2922,441,2520,1,1.0546875,"2016"
"1061","PUTNAM COUNTY SHERIFFS OFFICE",7,67,61,12,6,6,0,308,91,314,1.27884614,1.30404508,"2016"
"1062","ST. LUCIE COUNTY SHERIFFS OFFICE",1,260,230,30,30,20,10,1231,199,1245,1,1.0546875,"2016"
"1063","SANTA ROSA COUNTY SHERIFF'S OFFICE",1,105,98,39,7,5,2,583,188,607,1,1.05357143,"2016"
"1064","SARASOTA COUNTY SHERIFFS OFFICE",1,267,199,40,68,40,28,818,135,867,1,1.05357143,"2016"
"1065","SEMINOLE COUNTY SHERIFF'S OFFICE",1,350,210,45,140,98,42,796,115,840,1,1.05357143,"2016"
"1066","SUMTER COUNTY SHERIFF'S OFFICE",8,93,62,15,31,18,13,305,67,292,4.90361452,5.15508193,"2016"
"1067","VOLUSIA COUNTY DIVISION OF CORRECTIONS",1,316,252,58,64,36,28,1394,243,1330,1,1.0546875,"2016"
"1068","JACKSONVILLE SHERIFFS OFFICE",1,894,792,234,102,62,40,3203,522,3183,1,1.0546875,"2016"
"1069","BARROW COUNTY SHERIFF'S OFFICE",7,88,80,19,8,3,5,319,52,308,1.27884614,1.30404508,"2016"
"1070","BARTOW COUNTY SHERIFFS OFFICE",7,89,79,19,10,4,6,548,117,548,1.27884614,1.30404508,"2016"
"1071","BEN HILL COUNTY SHERIFF'S OFFICE",8,22,20,11,2,1,1,163,16,105,4.90361452,5.15508193,"2016"
"1072","BIBB COUNTY SHERIFFS OFFICE",1,272,136,65,136,65,71,747,131,817,1,1.05357143,"2016"
"1073","BROOKS COUNTY SHERIFFS OFFICE",9,24,24,12,0,0,0,75,15,75,9,9.29508197,"2016"
"1074","BULLOCH COUNTY CORRECTIONAL INSTITUTION",7,27,25,3,2,2,0,160,0,161,1.27884614,1.30404508,"2016"
"1075","BULLOCH COUNTY SHERIFFS OFFICE",7,53,43,24,10,5,5,367,55,311,1.27884614,1.30404508,"2016"
"1076","CALHOUN COUNTY SHERIFFS OFFICE",10,14,11,6,3,1,2,23,4,23,14.89999962,15.15689616,"2016"
"1077","CARROLL COUNTY PRISON",1,27,26,2,1,1,0,246,0,246,1,1.05357143,"2016"
"1078","CARROLL COUNTY SHERIFF'S OFFICE",1,191,107,10,84,38,46,514,80,514,1,1.05357143,"2016"
"1079","CATOOSA COUNTY SHERIFFS OFFICE",8,32,28,4,4,2,2,234,45,238,4.90361452,5.15508193,"2016"
"1080","CHATHAM COUNTY ADULT DETENTION CENTER",1,405,343,198,62,26,36,1682,215,1765,1,1.0546875,"2016"
"1081","CHEROKEE COUNTY SHERIFFS OFFICE",1,53,24,4,29,10,19,576,129,634,1,1.05357143,"2016"
"1082","CLAYTON COUNTY CORRECTIONAL INSTITUTION",1,60,57,7,3,3,0,240,0,225,1,1.0546875,"2016"
"1083","CLAYTON COUNTY SHERIFF'S OFFICE",1,174,160,72,14,13,1,1583,276,1602,1,1.0546875,"2016"
"1084","COBB COUNTY SHERIFFS OFFICE",1,427,265,70,162,111,51,1791,305,1875,1,1.0546875,"2016"
"1085","COFFEE COUNTY SHERIFFS OFFICE",8,57,57,12,0,0,0,240,36,240,4.90361452,5.15508193,"2016"
"1086","COWETA COUNTY PRISON",1,60,55,5,5,5,0,250,0,250,1,1.05357143,"2016"
"1087","COWETA COUNTY SHERIFF'S OFFICE",1,75,61,15,14,9,5,303,62,303,1,1.05357143,"2016"
"1088","DADE COUNTY SHERIFF'S OFFICE",9,14,12,6,2,0,2,55,12,75,9,9.29508197,"2016"
"1089","DAWSON COUNTY SHERIFFS OFFICE",3,30,25,5,5,4,1,121,33,142,4.69999981,5.22222201,"2016"
"1090","DECATUR COUNTY SHERIFFS OFFICE",7,78,68,11,10,7,3,99,12,97,1.27884614,1.30404508,"2016"
"1091","DECATUR COUNTY PRISON",7,43,39,6,4,3,1,174,0,160,1.27884614,1.30404508,"2016"
"1092","DEKALB COUNTY SHERIFFS OFFICE",1,670,383,154,287,160,127,1838,174,1936,1,1.0546875,"2016"
"1093","DODGE COUNTY SHERIFFS OFFICE",9,31,31,9,0,0,0,80,20,112,9,9.29508197,"2016"
"1094","Dougherty County Sheriff's Office",1,176,144,63,32,26,6,682,89,678,1,1.05357143,"2016"
"1095","DOUGLAS COUNTY SHERIFF'S OFFICE",1,361,106,42,255,78,177,665,131,744,1,1.05357143,"2016"
"1096","EFFINGHAM COUNTY PRISON",7,31,26,9,5,2,3,193,0,186,1.27884614,1.30404508,"2016"
"1097","EFFINGHAM COUNTY SHERIFFS OFFICE",7,44,40,17,4,2,2,158,26,153,1.27884614,1.30404508,"2016"
