"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ADPF","ADP","DESIGNWT","FINALWT","year"
"1979","Valley County Sheriffs Office",10,2,12,5,28,14.89999962,14.89999962,"2015"
"1980","Cassia County Sheriffs Office",12,7,32,43,141,1,1.10526316,"2015"
"1981","Champaign County Sheriffs Office",8,28,85,18,226,4.90361452,5.02620488,"2015"
"1982","Cook County Department of Corrections",1,300,3050,653,8515,1,1.01503759,"2015"
"1983","DuPage County Sheriff's Office",1,75,279,64,645,1,1,"2015"
"1984","Fayette County Sheriffs Office",10,1,13,15,55,14.89999962,14.89999962,"2015"
"1985","Kane County Sheriffs Office",1,20,118,52,532,1,1,"2015"
"1986","Kankakee County Sheriffs Office",1,-9,-9,25,516,1,1,"2015"
"1987","Lake County Sheriffs Office",7,34,203,56,566,1.27884614,1.31702066,"2015"
"1988","McHenry County Sheriffs Office",2,13,167,29,353,2.71428561,2.71428561,"2015"
"1989","Macon County Sheriffs Office",2,21,96,37,285,2.71428561,2.71428561,"2015"
"1990","Massac County Sheriffs Office",9,1,9,8,39,9,9.29508197,"2015"
"1991","Mercer County Sheriffs Office",9,0,8,5,32,9,9.29508197,"2015"
"1992","Peoria County Sheriffs Office",7,18,84,67,336,1.27884614,1.31702066,"2015"
"1993","Rock Island County Sheriffs Office",7,13,72,24,229,1.27884614,1.31702066,"2015"
"1994","Sangamon County Sheriffs Office",2,26,98,37,340,2.71428561,2.71428561,"2015"
"1995","Will County Sheriffs Office",1,53,284,86,776,1,1,"2015"
"1996","Winnebago County Sheriffs Office",1,3,202,85,651,1,1,"2015"
"1997","Allen County Sheriff's Department",1,6,131,100,680,1,1,"2015"
"1998","Blackford County Sheriffs Office",9,3,14,4,32,9,9.29508197,"2015"
"1999","Clark County Sheriffs Office",1,18,46,111,506,1,1,"2015"
"2000","Dearborn County Sheriffs Office",7,19,58,60,245,1.27884614,1.31702066,"2015"
"2001","DuBois County Sheriffs Office",9,2,18,18,66,9,9.29508197,"2015"
"2002","Elkhart County Sheriff's Department",1,11,102,79,616,1,1,"2015"
"2003","Hamilton County Sheriffs Office",7,10,96,66,304,1.27884614,1.31702066,"2015"
"2004","Hendricks County Sheriffs Department",8,2,42,38,199,4.90361452,5.02620488,"2015"
"2005","Howard County Sheriffs Office",2,16,69,63,310,2.71428561,2.71428561,"2015"
"2006","Jackson County Sheriff's Department",7,0,25,40,220,1.27884614,1.31702066,"2015"
"2007","Johnson County Sheriffs Office",7,9,59,70,271,1.27884614,1.31702066,"2015"
"2008","Kosciusko County Sheriffs Office",7,4,29,60,300,1.27884614,1.31702066,"2015"
"2009","Lake County Sheriffs Office",1,109,235,81,685,1,1,"2015"
"2010","Lawrence County Sheriffs Office",8,1,25,29,125,4.90361452,5.02620488,"2015"
"2011","Morgan County Sheriffs Office",7,4,67,67,330,1.27884614,1.31702066,"2015"
"2012","Putnam County Sheriffs Office",8,3,17,16,95,4.90361452,5.02620488,"2015"
"2013","St. Joseph County Police Department",7,11,118,65,574,1.27884614,1.31702066,"2015"
"2014","Vanderburgh County Sheriffs Office",7,21,109,84,576,1.27884614,1.31702066,"2015"
"2015","Vigo County Sheriff's Office",2,4,51,36,236,2.71428561,2.71428561,"2015"
"2016","Wabash County Sheriff's Department",9,21,38,22,84,9,9.29508197,"2015"
"2017","Warren County Sheriffs Office",10,0,10,3,13,14.89999962,14.89999962,"2015"
"2018","White County Sheriffs Office",8,16,35,13,89,4.90361452,5.02620488,"2015"
"2019","Marion County Jail II - CCA",1,62,166,0,1023,1,1.01503759,"2015"
"2020","Marion County Jail",1,333,868,158,978,1,1.01503759,"2015"
"2021","Clinton County Sheriffs Office",9,2,15,7,35,9,9.29508197,"2015"
"2022","Linn County Correctional Center",7,27,93,40,343,1.27884614,1.31702066,"2015"
"2023","Louisa County Sheriffs Office",10,0,12,6,18,14.89999962,14.89999962,"2015"
"2024","Marion County Sheriffs Office",10,1,13,6,39,14.89999962,14.89999962,"2015"
"2025","Muscatine County Sheriffs Office",8,13,54,11,183,4.90361452,5.02620488,"2015"
"2026","Polk County Sheriffs Office",1,74,286,152,932,1,1,"2015"
"2027","Scott County Sheriffs Office",7,12,25,40,301,1.27884614,1.31702066,"2015"
"2028","Van Buren County Sheriffs Office",10,0,11,1,4,14.89999962,14.89999962,"2015"
"2029","Winneshiek County Sheriffs Office",10,1,11,1,6,14.89999962,14.89999962,"2015"
"2030","Wright County Sheriffs Office",10,1,12,1,7,14.89999962,14.89999962,"2015"
"2031","Woodbury County Sheriffs Office",7,11,71,43,263,1.27884614,1.31702066,"2015"
"2032","Johnson County Sheriffs Office",7,33,322,124,690,1.27884614,1.31702066,"2015"
"2033","Kingman County Sheriffs Office",10,3,8,1,11,14.89999962,14.89999962,"2015"
"2034","CCA Leavenworth Detention Center",1,71,217,74,858,1,1.01503759,"2015"
"2035","Leavenworth County Sheriffs Office",1,3,41,33,125,1,1.01503759,"2015"
"2036","Meade County Sheriffs Office",5,3,8,3,15,7.41666651,8.09090892,"2015"
"2037","Miami County Sheriffs Office",10,3,11,5,17,14.89999962,14.89999962,"2015"
"2038","Pottawatomie County Sheriffs Office",10,1,12,3,19,14.89999962,14.89999962,"2015"
"2039","Riley County Police Department",5,-9,-9,8,77,7.41666651,8.09090892,"2015"
"2040","Sedgwick County Sheriffs Office",1,5,254,215,1219,1,1.01503759,"2015"
"2041","Shawnee County Department of Corrections",7,52,207,106,442,1.27884614,1.31702066,"2015"
"2042","Thomas County Sheriffs Office",10,6,15,4,17,14.89999962,14.89999962,"2015"
"2043","Wilson County Sheriffs Office",10,2,18,5,48,14.89999962,14.89999962,"2015"
"2044","Woodson County Sheriffs Office",10,17,17,0,3,14.89999962,14.89999962,"2015"
"2045","Boone County Jail",7,0,68,81,498,1.27884614,1.31702066,"2015"
"2046","Bullitt County Detention Center",7,-9,-9,39,217,1.27884614,1.31702066,"2015"
"2047","Carroll County Detention Center",8,2,31,35,154,4.90361452,5.02620488,"2015"
"2048","Christian County Jail",7,8,80,89,737,1.27884614,1.31702066,"2015"
"2049","Daviess County Detention Center",7,18,67,104,704,1.27884614,1.31702066,"2015"
"2050","Floyd County Detention Center",8,3,27,36,165,4.90361452,5.02620488,"2015"
"2051","Franklin County Regional Jail",7,0,50,30,260,1.27884614,1.31702066,"2015"
"2052","Fulton County Detention Center",2,15,66,39,439,2.71428561,2.71428561,"2015"
"2053","Grayson County Detention Center",7,-9,-9,60,620,1.27884614,1.31702066,"2015"
"2054","Hardin County Detention Center",7,13,77,160,647,1.27884614,1.31702066,"2015"
"2055","Henderson County Detention Center",7,31,92,190,593,1.27884614,1.31702066,"2015"
"2056","Kenton County Detention Center",7,35,120,153,649,1.27884614,1.31702066,"2015"
"2057","Marion County Detention Center",7,19,60,9,304,1.27884614,1.31702066,"2015"
"2058","Herman Ford Detention Center",8,3,27,22,177,4.90361452,5.02620488,"2015"
"2059","Meade County Detention Center",8,-9,-9,35,200,4.90361452,5.02620488,"2015"
"2060","Muhlenberg County Detention Center",7,4,41,36,248,1.27884614,1.31702066,"2015"
"2061","Pike County Detention Center",7,10,50,79,316,1.27884614,1.31702066,"2015"
"2062","Rowan County Detention Center",8,3,24,18,95,4.90361452,5.02620488,"2015"
"2063","Shelby County Detention Center",7,3,39,105,341,1.27884614,1.31702066,"2015"
"2064","Taylor County Detention Center",7,10,47,45,230,1.27884614,1.31702066,"2015"
"2065","Warren County Regional Jail",7,12,94,114,632,1.27884614,1.31702066,"2015"
"2066","Webster County Detention Center",7,-9,-9,24,323,1.27884614,1.31702066,"2015"
"2067","Lexington Fayette Urban County Government Division of Community Corrections",1,-9,-9,300,1200,1,1.01503759,"2015"
"2068","Louisville Metro Department of Corrections",1,114,551,381,2363,1,1.01503759,"2015"
"2069","Adair County Regional Jail",12,0,30,15,90,1,1,"2015"
"2070","Bourbon County Regional Detention Center",12,4,30,31,144,1,1.10526316,"2015"
"2071","Big Sandy Regional Detention Center",12,6,34,46,213,1,1.10526316,"2015"
"2072","Avoyelles Parish Sheriffs Department",1,-9,-9,317,1062,1,1.01503759,"2015"
"2073","Bossier Parish Sheriffs Office",1,29,212,110,1410,1,1.01503759,"2015"
"2074","Caddo Parish Sheriffs Office",1,65,404,110,1044,1,1.01503759,"2015"
"2075","Calcasieu Parish Sheriffs Office",1,58,218,122,1279,1,1.01503759,"2015"
"2076","Catahoula Correctional Center",1,0,80,0,705,1,1,"2015"
"2077","Catahoula Parish Sheriffs Office",1,4,8,0,18,1,1,"2015"
"2078","Concordia Parish Sheriff's Office - Concordia Parish River Correctional Facility",1,18,64,0,578,1,1.01503759,"2015"
"2079","Concordia Parish Sheriffs Office - Correctional Facility and Work Release",1,-9,-9,99,663,1,1.01503759,"2015"
"2080","Concordia Parish Sheriff's Office - Concordia Parish Jail",1,2,8,0,35,1,1.01503759,"2015"
"2081","East Carroll Parish Sheriffs Office",1,-9,-9,21,1118,1,1,"2015"
"2082","Franklin Parish Detention Center",1,7,37,30,737,1,1,"2015"
"2083","Grant Parish Sheriff's Office - Detention Facility",9,8,30,0,102,9,9.29508197,"2015"
"2084","Iberia Parish Sheriffs Office",7,51,99,43,475,1.27884614,1.31702066,"2015"
"2085","Jackson Parish Correctional Center",1,35,115,0,900,1,1.01503759,"2015"
"2086","Jefferson Parish Sheriffs Office",1,93,426,96,815,1,1,"2015"
"2087","Jefferson Davis Parish Sheriffs Office",9,0,11,4,62,9,9.29508197,"2015"
"2088","Lincoln Parish Sheriffs Department",8,15,39,15,230,4.90361452,5.02620488,"2015"
"2089","Livingston Parish Sheriffs Office",1,1,18,88,553,1,1,"2015"
"2090","Madison Correctional Center",1,-9,-9,144,887,1,1,"2015"
"2091","Madison Parish Jail",1,5,9,0,27,1,1,"2015"
"2092","Morehouse Parish Sheriffs Office",2,0,35,20,204,2.71428561,2.71428561,"2015"
"2093","Natchitoches Parish Sheriffs Office",7,22,91,4,435,1.27884614,1.31702066,"2015"
"2094","Ouachita Parish Sheriff's Office - Transitional Work Program",1,5,27,0,188,1,1.01503759,"2015"
"2095","Ouachita Parish Correctional Center",1,21,134,134,1066,1,1.01503759,"2015"
"2096","Rapides Parish Sheriffs Office",1,31,183,53,1142,1,1.01503759,"2015"
"2097","St. Bernard Sheriffs Office",7,4,69,30,145,1.27884614,1.31702066,"2015"
"2098","St. Charles Parish Sheriffs Office",7,11,144,29,454,1.27884614,1.31702066,"2015"
"2099","St. Landry Parish Sheriffs Office",7,10,60,20,240,1.27884614,1.31702066,"2015"
"2100","St. Martin Parish Sheriff's Office",3,6,31,16,191,4.69999981,5.22222201,"2015"
"2101","St. Mary Parish Sheriffs Office",7,-9,-9,0,306,1.27884614,1.31702066,"2015"
"2102","St. Tammany Parish Sheriffs Office",1,79,216,109,1075,1,1.01503759,"2015"
"2103","Union Parish Detention Center",7,-9,-9,49,324,1.27884614,1.31702066,"2015"
"2104","Washington Parish Sheriff's Office",3,5,24,32,166,4.69999981,5.22222201,"2015"
"2105","Webster Parish Sheriffs Office",7,10,63,23,445,1.27884614,1.31702066,"2015"
"2106","East Baton Rouge Parish Sheriffs Office",1,21,326,191,1514,1,1.01503759,"2015"
"2107","Lafayette Parish Sheriffs Office",1,153,262,116,898,1,1,"2015"
"2108","Orleans Parish Sheriff's Office",1,-9,-9,566,2022,1,1.01503759,"2015"
"2109","Terrebonne Parish Criminal Justice Complex",1,31,126,90,712,1,1,"2015"
"2110","Richwood Correctional Center",1,33,126,0,930,1,1.01503759,"2015"
"2111","Richland Parish Detention Center",1,12,70,220,540,1,1,"2015"
"2112","York County Sheriffs Office",7,5,85,33,230,1.27884614,1.31702066,"2015"
"2113","Two Bridges Regional Jail",12,4,66,22,143,1,1.10526316,"2015"
"2114","Waldo County Sheriffs Office",12,7,21,2,32,1,1,"2015"
"2115","Anne Arundel County Department of Detention Facilities",1,100,353,84,708,1,1,"2015"
"2116","Baltimore County Department of Corrections",1,120,474,140,1203,1,1.01503759,"2015"
"2117","Calvert County Detention Center",3,9,82,25,205,4.69999981,5.22222201,"2015"
"2118","Caroline County Detention Center",8,6,40,13,101,4.90361452,5.02620488,"2015"
"2119","Carroll County Sheriffs Office",7,18,110,43,247,1.27884614,1.31702066,"2015"
"2120","Frederick County Sheriff's Office Corrections Bureau",7,31,142,62,414,1.27884614,1.31702066,"2015"
"2121","Howard County Department of Correction",2,18,154,38,283,2.71428561,2.71428561,"2015"
"2122","Montgomery County Department of Correction and Rehabilitation",1,103,440,54,608,1,1.01503759,"2015"
"2123","Prince George's County Department of Corrections",1,113,552,67,943,1,1.01503759,"2015"
"2124","St. Marys County Detention Center",7,13,87,35,198,1.27884614,1.31702066,"2015"
"2125","Washington County Sheriffs Office",7,43,159,43,294,1.27884614,1.31702066,"2015"
"2126","Wicomico County Department of Corrections",2,40,163,77,375,2.71428561,2.71428561,"2015"
"2127","Worcester County Jail",7,7,91,35,335,1.27884614,1.31702066,"2015"
"2128","Baltimore Pretrial Complex",1,241,1825,174,2216,1,1.01503759,"2015"
"2129","Barnstable County Sheriffs Office",7,80,282,44,404,1.27884614,1.31702066,"2015"
"2130","Berkshire County Sheriffs Office",7,65,204,1,249,1.27884614,1.31702066,"2015"
"2131","Bristol County Sheriffs Office",1,229,632,114,1168,1,1.01503759,"2015"
"2132","Essex County Sheriff's Department",1,197,655,42,1448,1,1.01503759,"2015"
"2133","Hampden County Correctional Center",1,514,902,281,1445,1,1.01503759,"2015"
"2134","Hampshire County Sheriffs Office",7,55,162,0,250,1.27884614,1.31702066,"2015"
"2135","Middlesex Sheriff's Office",1,100,684,0,1183,1,1,"2015"
"2136","Norfolk County Sheriffs Office",7,-9,-9,0,498,1.27884614,1.31702066,"2015"
"2137","Plymouth County Sheriffs Department",1,71,462,0,1050,1,1.01503759,"2015"
"2138","Worcester County Sheriffs Office",1,165,553,0,1087,1,1,"2015"
"2139","Suffolk County Sheriff's Department - Nashua Street Jail",1,-9,-9,2,601,1,1.01503759,"2015"
"2140","Suffolk County Sheriff's Department - House of Correction",1,272,794,106,896,1,1.01503759,"2015"
"2141","Bay County Sheriffs Office",3,7,46,26,187,4.69999981,5.22222201,"2015"
"2142","Berrien County Sheriff's Office",2,14,78,48,341,2.71428561,2.71428561,"2015"
"2143","Calhoun County Sheriffs Office",1,15,119,72,477,1,1,"2015"
"2144","Cheboygan County Sheriffs Office",5,4,20,21,80,7.41666651,8.09090892,"2015"
"2145","Clinton County Sheriffs Office",3,1,27,31,219,4.69999981,5.22222201,"2015"
"2146","Dickinson County Sheriffs Office",5,3,16,15,70,7.41666651,8.09090892,"2015"
"2147","Genesee County Sheriffs Office",1,12,156,75,638,1,1,"2015"
"2148","Grand Traverse County Sheriffs Office",8,11,45,23,160,4.90361452,5.02620488,"2015"
"2149","Ingham County Sheriffs Office",1,7,89,55,606,1,1,"2015"
"2150","Kent County Sheriff's Department",1,43,273,165,987,1,1.01503759,"2015"
"2151","Macomb County Sheriff's Office",1,93,261,197,1174,1,1.01503759,"2015"
"2152","Muskegon County Sheriff's Office",2,12,55,82,505,2.71428561,2.71428561,"2015"
"2153","Oakland County Sheriffs Office",1,71,388,241,1484,1,1.01503759,"2015"
"2154","Ottawa County Sheriffs Office",2,7,72,25,253,2.71428561,2.71428561,"2015"
"2155","Roscommon County Sheriffs Office",5,1,15,10,78,7.41666651,8.09090892,"2015"
"2156","Saginaw County Sheriffs Office",1,-9,-9,31,97,1,1,"2015"
"2157","St. Clair County Sheriffs Office",7,13,120,66,424,1.27884614,1.31702066,"2015"
"2158","Shiawassee County Sheriffs Office",4,0,8,20,125,9,9,"2015"
"2159","Wayne County Sheriffs Office",1,-9,-9,135,1713,1,1.01503759,"2015"
"2160","Anoka County Work Release",7,6,40,19,126,1.27884614,1.31702066,"2015"
"2161","Anoka County Sheriffs Office",7,13,81,30,222,1.27884614,1.31702066,"2015"
"2162","Blue Earth County Sheriff's Office",9,3,35,18,104,9,9.29508197,"2015"
"2163","Crow Wing County Jail",8,14,57,27,182,4.90361452,5.02620488,"2015"
"2164","Hennepin County Sheriff's Office",1,41,288,75,719,1,1.01503759,"2015"
"2165","Hennepin County Adult Corrections",1,59,202,63,442,1,1.01503759,"2015"
"2166","Kittson County Sheriffs Department",10,2,12,1,3,14.89999962,14.89999962,"2015"
"2167","McLeod County Sheriffs Office",10,2,18,4,24,14.89999962,14.89999962,"2015"
"2168","Meeker County Sheriffs Office",5,2,22,5,40,7.41666651,8.09090892,"2015"
"2169","Morrison County Sheriffs Office",9,8,28,6,52,9,9.29508197,"2015"
"2170","Ramsey County Correctional Facility",1,43,117,76,346,1,1,"2015"
"2171","Ramsey County Sheriff's Office",1,23,145,38,359,1,1,"2015"
"2172","Redwood County Sheriffs Office",10,3,9,8,23,14.89999962,14.89999962,"2015"
"2173","Renville County Sheriffs Office",9,3,20,16,69,9,9.29508197,"2015"
"2174","Sherburne County Sheriffs Office",7,22,167,40,609,1.27884614,1.31702066,"2015"
"2175","Stearns County Sheriffs Office",8,30,87,13,134,4.90361452,5.02620488,"2015"
"2176","Steele County Detention Center",9,12,47,16,120,9,9.29508197,"2015"
"2177","Washington County Sheriffs Office",3,12,86,31,192,4.69999981,5.22222201,"2015"
"2178","Yellow Medicine County Sheriffs Office",10,2,10,8,30,14.89999962,14.89999962,"2015"
"2179","Tri County Community Corrections",12,14,52,30,177,1,1.10526316,"2015"
"2180","Arrowhead Regional Corrections",12,31,69,0,107,1,1.10526316,"2015"
"2181","Alcorn County Regional Correctional Facility",7,-9,-9,28,142,1.27884614,1.31702066,"2015"
"2182","Bolivar County Regional Correctional Facility",7,15,71,6,456,1.27884614,1.31702066,"2015"
"2183","Chickasaw County Sheriff's Office",2,14,46,5,357,2.71428561,2.71428561,"2015"
"2184","Harrison County Sheriff's Office",1,41,157,90,625,1,1,"2015"
"2185","Hinds County Sheriffs Office",1,300,450,80,635,1,1,"2015"
"2186","Issaquena County Correctional Facility",7,-9,-9,74,303,1.27884614,1.31702066,"2015"
"2187","Issaquena County Sheriffs Office",7,9,9,5,5,1.27884614,1.31702066,"2015"
"2188","Jefferson County Sheriff's Office - Jail",7,18,22,0,17,1.27884614,1.31702066,"2015"
"2189","Jefferson County Sheriff's Office - Jefferson-Franklin Correctional Facility",7,10,73,0,258,1.27884614,1.31702066,"2015"
"2190","Jones County Sheriff's Office",7,8,31,34,217,1.27884614,1.31702066,"2015"
"2191","MDOC Division of Institutions - Leake County Correctional Facility",7,15,62,4,292,1.27884614,1.31702066,"2015"
"2192","Lee County Sheriffs Office",7,10,42,35,209,1.27884614,1.31702066,"2015"
"2193","Marion-Walthall County Regional Correctional Facility",7,30,63,75,300,1.27884614,1.31702066,"2015"
"2194","Lenoir Rowell Criminal Justice Center",7,8,41,37,282,1.27884614,1.31702066,"2015"
"2195","Rankin County Sheriff's Department",2,3,58,83,437,2.71428561,2.71428561,"2015"
"2196","Simpson County Adult Detention Center",8,6,24,14,95,4.90361452,5.02620488,"2015"
"2197","Stone County Regional Correctional Facility",7,9,49,23,362,1.27884614,1.31702066,"2015"
"2198","Washington County Regional Correctional Facility",7,-9,-9,234,357,1.27884614,1.31702066,"2015"
"2199","Yazoo County Regional Correctional Facility",7,20,52,1,369,1.27884614,1.31702066,"2015"
"2200","Picayune Police Department",10,17,19,2,15,14.89999962,14.89999962,"2015"
"2201","MDOC Division of Institutions - Carroll/Montgomery Regional Correctional Facility",12,13,57,0,268,1,1.04545455,"2015"
"2202","George County Sheriffs Office",12,9,40,20,370,1,1.04545455,"2015"
"2203","MDOC Division of Institutions - Holmes-Humphreys Regional Corrections Facility",12,9,49,0,340,1,1.04545455,"2015"
"2204","MDOC Division of Institutions - Kemper-Neshoba County Regional Corrections Facility",12,15,42,3,359,1,1.04545455,"2015"
"2205","Winston/Choctaw County Regional Correctional Facility",12,61,106,12,327,1,1.04545455,"2015"
"2206","Caldwell County Detention Center",8,5,30,14,145,4.90361452,5.02620488,"2015"
"2207","Cape Girardeau County Sheriffs Office",8,8,29,35,220,4.90361452,5.02620488,"2015"
"2208","Clark County Sheriffs Office",10,0,7,3,12,14.89999962,14.89999962,"2015"
"2209","Greene County Sheriffs Office",1,32,206,94,602,1,1,"2015"
"2210","Holt County Sheriffs Office",10,1,6,2,7,14.89999962,14.89999962,"2015"
"2211","Jackson County Department of Corrections",1,105,356,87,772,1,1,"2015"
"2212","Jasper County Sheriffs Office",3,32,60,32,183,4.69999981,5.22222201,"2015"
"2213","Lincoln County Sheriffs Office",4,10,35,19,183,9,9,"2015"
"2214","Monroe County Sheriff's Office",10,0,0,4,17,14.89999962,14.89999962,"2015"
"2215","Osage County Sheriffs Office",10,1,5,3,18,14.89999962,14.89999962,"2015"
"2216","Perry County Sheriffs Office",10,3,13,7,36,14.89999962,14.89999962,"2015"
"2217","Platte County Sheriffs Office",4,6,33,20,120,9,9,"2015"
"2218","St. Charles County Department of Correction",7,37,161,74,348,1.27884614,1.31702066,"2015"
"2219","St. Louis County - Department of Justice Services",1,173,420,163,1170,1,1.01503759,"2015"
"2220","Scotland County Sheriffs Office",10,0,14,0,3,14.89999962,14.89999962,"2015"
"2221","Shelby County Sheriffs Office",10,1,13,3,10,14.89999962,14.89999962,"2015"
"2222","Washington County Sheriffs Office",9,1,11,13,53,9,9.29508197,"2015"
"2223","Wright County Sheriffs Office",10,7,11,10,40,14.89999962,14.89999962,"2015"
"2224","St. Louis Department of Public Safety Division of Corrections",1,65,377,93,1258,1,1.01503759,"2015"
"2225","Daviess-Dekalb Regional Jail",12,4,44,34,145,1,1.10526316,"2015"
"2226","Chouteau County Sheriffs Office",10,0,3,6,24,14.89999962,14.89999962,"2015"
"2227","Dawson County Sheriffs Office",8,14,52,8,172,4.90361452,5.02620488,"2015"
